08/03/2019,MAGNA,3355.8,$400.00,$20.09,19.91,"$2,955.80",,,0,0,,OFICIALIA DE PARTES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8971,
08/03/2019,MAGNA,6711.6,"$1,000.00",$20.09,49.78,"$5,711.60",,,0,0,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,EXPRESS VAN,2010,BLANCO,MFM5968,
08/03/2019,MAGNA,"$5,711.60",$999.99,$20.21,49.48,"$4,711.61",112636,112827,191,,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,EXPRESS VAN,2010,BLANCO,MFM5968,
08/03/2019,MAGNA,3355.8,$760.17,$20.09,37.84,"$2,595.63",,,0,0,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8934,
08/03/2019,MAGNA,3355.8,$650.72,$20.09,32.39,"$2,705.08",,,0,0,,COORDINACIÓN DE ZONA VALLE DE TOLUCA,VOLKSWAGEN ,JETTA  ,2013,AZUL TEMPESTAD,NDG1626,578XC
08/03/2019,MAGNA,"$2,434.74",$600.00,$20.09,29.87,"$1,834.74",,,0,0,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
08/03/2019,MAGNA,"$2,385.72",$700.66,$20.09,34.88,"$1,685.06",,,0,0,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,URVAN,2005,GRIS,LYK5287,
11/03/2019,MAGNA,3355.8,$907.75,$20.38,44.54,"$2,448.05",83326,,-83326,-4088.61629,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN,NP300,2014,PLATA,MUS1442,
11/03/2019,MAGNA,,"$1,100.08",$20.93,52.56,"-$1,100.08",63464,,-63464,-3032.20258,,DIRECCIÓN GENERAL ,VOLKSWAGEN ,PASSAT,2017,DIFERENTES,NAP8762,
11/03/2019,MAGNA,"$4,711.61","$1,951.83",$20.38,95.77,"$2,759.78",112827,113215,388,19.03827282,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,EXPRESS VAN,2010,BLANCO,MFM5968,
11/03/2019,MAGNA,3355.8,$700.01,$20.38,34.35,"$2,655.79",149923,,-149923,-7356.378803,,DEPTO. DE INFORMÁTICA,VOLKSWAGEN ,JETTA  ,2011,PLATA,NBU2459,
13/03/2019,MAGNA,3355.8,"$1,000.15",$20.29,49.29,"$2,355.65",59543,,-59543,-2934.598324,,"DEPTO. DE DIFUSIÓN, EXTENSIÓN Y VINCULACIÓN",VOLKSWAGEN ,JETTA  ,2013,BLANCO CANDY,NDG2371,
13/03/2019,MAGNA,3355.8,"$1,050.60",$20.29,51.78,"$2,305.20",101743,,-101743,-5014.440611,,COORDINACIÓN DE ZONA VALLE DE TOLUCA,VOLKSWAGEN ,JETTA  ,2013,AZUL TEMPESTAD,NDG1626,
13/03/2019,MAGNA,3355.8,$750.00,$20.29,36.96,"$2,605.80",124600,,-124600,-6140.956136,,DEPTO. DE CONTROL ESCOLAR,VOLKSWAGEN ,JETTA  ,2013,AZUL TEMPESTAD,NDG1629,
14/03/2019,MAGNA,"$2,462.68",$580.03,$20.29,28.59,"$1,882.65",209075,209465,390,19.22129128,,ÁREA DE BIENES MUEBLES,NISSAN ,TSURU,2009,ROJO,MDT1718,
14/03/2019,MAGNA,3355.8,$940.44,$20.29,46.35,"$2,415.36",83732,,-83732,-4126.761952,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN,NP300,2014,PLATA,MUS1442,
14/03/2019,DIESEL,"$5,593.00","$5,500.10",$22.39,245.65,$92.90,61700,62366,666,29.74542206,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,AUTOBUS,2013,BLANCO,9HRF62,
14/03/2019,DIESEL,"$5,593.00","$1,500.22",$21.85,68.66,"$4,092.78",63232,63534,302,13.8215103,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,MERCEDES ,SPRINTER VAN,2013,BLANCO,9HRF82,
14/03/2019,MAGNA,2995.05,$996.75,$20.09,49.61,"$1,998.30",,,0,0,,DIRECCIÓN GENERAL ,VOLKSWAGEN ,PASSAT,2017,DIFERENTES,NAP8762,
15/03/2019,MAGNA,3355.8,$800.14,$20.29,39.44,"$2,555.66",57968,,-57968,-2856.973879,,COORDINACIÓN DE ZONA VALLE DE MÉXICO,VOLKSWAGEN ,GOL,2016,PLATA,MXC7772,
15/03/2019,MAGNA,3355.8,$500.01,$20.29,24.64,"$2,855.79",48418,,-48418,-2386.298669,,OFICIALIA DE PARTES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8971,
